1 2.4262 1.7182
2 1.9524 1.7182
3 1.8936 1.7182
4 1.8622 1.7182
5 1.8492 1.7182
10 1.7106 1.7182
15 1.7304 1.7182
20 1.9186 1.7182
25 1.6768 1.7182
50 1.6672 1.7182
